position,doc_sents,sent_id,group,set,doc_id,num_words,R1.R,R1.P,R2.R,R2.P,nouns,prpns,target,nf,lexrank,tfisf,btfisf,scores
4,32,61,D0939,B,LTW_ENG_20050129.0001,28,0.05917,0.213,0,0,3,1,0,(),0.541323,0.0449847,0.312414,0.951552
5,32,62,D0939,B,LTW_ENG_20050129.0001,20,0.09221,0.45,0.01317,0.06579,3,2,0,(),1.96605,-0.216358,0.673745,1.13558
6,32,63,D0939,B,LTW_ENG_20050129.0001,22,0.09976,0.4875,0.005001,0.02632,4,0,0,(),1.13036,-0.450059,-0.385202,0.992877
7,32,64,D0939,B,LTW_ENG_20050129.0001,14,0.04302,0.3269,0,0,4,1,0,(),2.23708,-0.545501,-0.0131399,1.15181
8,32,65,D0939,B,LTW_ENG_20050129.0001,19,0.08686,0.4722,0.02312,0.1324,8,0,0,(),1.23268,-0.15822,0.476047,1.051
9,32,66,D0939,B,LTW_ENG_20050129.0001,29,0.07661,0.2778,0,0,10,1,0,(),1.06585,0.987972,0.992886,0.999993
11,32,68,D0939,B,LTW_ENG_20050129.0001,29,0.08458,0.3056,0.005076,0.01923,7,5,0,(),0.461726,0.0354624,-0.181932,0.920763
12,32,69,D0939,B,LTW_ENG_20050129.0001,11,0.02329,0.225,0,0,1,0,0,(),0.0982438,-1.23785,-1.31568,0.952712
13,32,70,D0939,B,LTW_ENG_20050129.0001,17,0.02303,0.1607,0,0,3,5,0,(),0.642796,-0.46683,-0.655733,0.98213
14,32,71,D0939,B,LTW_ENG_20050129.0001,35,0.149,0.4265,0.02598,0.07576,4,7,0,(),1.80022,0.537817,0.999447,1.01676
15,32,72,D0939,B,LTW_ENG_20050129.0001,17,0.07911,0.4559,0.01028,0.0625,3,1,0,(),1.47537,-0.646466,-0.36918,1.04419
16,32,73,D0939,B,LTW_ENG_20050129.0001,25,0.09239,0.375,0.007885,0.03261,3,0,0,(),0.82516,-0.514745,-0.520665,0.957224
17,32,74,D0939,B,LTW_ENG_20050129.0001,8,0.02831,0.3929,0.002551,0.04167,0,1,0,(),0.345837,-1.4696,-1.45138,0.982345
18,32,75,D0939,B,LTW_ENG_20050129.0001,17,0.05127,0.3333,0,0,3,0,0,(),0.187736,-0.527728,-0.899834,0.915752
19,32,76,D0939,B,LTW_ENG_20050129.0001,8,0.03334,0.4062,0.002525,0.03571,1,2,0,(),1.19751,-1.32013,-1.17822,1.05963
20,32,77,D0939,B,LTW_ENG_20050129.0001,14,0.06157,0.4615,0.01033,0.08333,2,1,0,(),0.884124,-1.17964,-0.912476,1.01041
21,32,78,D0939,B,LTW_ENG_20050129.0001,33,0.1075,0.3182,0.01286,0.03906,6,0,0,(),1.27233,-0.21314,0.331563,0.961866
22,32,79,D0939,B,LTW_ENG_20050129.0001,29,0.07875,0.2768,0.007476,0.02778,10,2,0,(),1.47989,1.04177,1.57935,1.0492
23,32,80,D0939,B,LTW_ENG_20050129.0001,19,0.07145,0.3684,0.002809,0.01389,3,3,0,(),0.96932,-0.320114,0.0209772,0.997458
24,32,81,D0939,B,LTW_ENG_20050129.0001,15,0.03357,0.2167,0,0,3,0,0,(),0.279376,-0.712687,-0.561051,0.958913
25,32,82,D0939,B,LTW_ENG_20050129.0001,14,0.03852,0.2679,0,0,4,0,0,(),0.226829,-0.985123,-0.956419,0.933442
26,32,83,D0939,B,LTW_ENG_20050129.0001,24,0.05397,0.2386,0,0,5,0,0,(),0.664207,-0.597632,-0.441152,0.933286
27,32,84,D0939,B,LTW_ENG_20050129.0001,11,0.02298,0.225,0,0,3,0,0,(),0.763977,-1.18213,-0.913239,0.996326
29,32,86,D0939,B,LTW_ENG_20050129.0001,21,0.04314,0.2125,0.005001,0.02632,1,6,0,(),0.871512,-0.36192,-0.281503,0.979708
30,32,87,D0939,B,LTW_ENG_20050129.0001,23,0.0768,0.3571,0,0,4,3,0,(),0.622002,-0.420475,-0.523382,0.942151
31,32,88,D0939,B,LTW_ENG_20050129.0001,19,0.02051,0.1176,0,0,3,10,0,(),0.0361934,0.151282,-0.387108,0.91434
0,27,89,D0939,B,NYT_ENG_20050205.0005,39,0.107,0.2763,0,0,12,1,0,(),0.969934,1.42471,4.25446,1.12726
1,27,90,D0939,B,NYT_ENG_20050205.0005,41,0.1459,0.375,0.01534,0.04054,11,6,0,(),1.78837,1.61536,2.43295,1.1046
2,27,91,D0939,B,NYT_ENG_20050205.0005,36,0.08203,0.2286,0,0,7,3,0,(),0.577582,0.596758,0.394168,0.953832
3,27,92,D0939,B,NYT_ENG_20050205.0005,10,0.03354,0.325,0,0,2,1,0,(),0.597959,-1.19108,-1.07985,1.01229
4,27,93,D0939,B,NYT_ENG_20050205.0005,30,0.08433,0.275,0,0,6,1,0,(),0.744565,0.298292,0.390765,0.956924
5,27,94,D0939,B,NYT_ENG_20050205.0005,9,0.03842,0.4167,0,0,3,0,0,(),0.949301,-1.12473,-0.379688,1.07495
6,27,95,D0939,B,NYT_ENG_20050205.0005,10,0.02546,0.25,0,0,4,0,0,(),0.334076,-1.11153,-1.06637,0.972109
7,27,96,D0939,B,NYT_ENG_20050205.0005,21,0.1025,0.5263,0.03892,0.2083,7,1,0,(),1.69914,-0.474126,0.397286,1.09877
8,27,97,D0939,B,NYT_ENG_20050205.0005,23,0.09766,0.4524,0.01861,0.0875,3,5,0,(),2.5235,-0.0814733,1.21305,1.19441
9,27,98,D0939,B,NYT_ENG_20050205.0005,15,0.0742,0.5179,0.002809,0.01923,3,0,0,(),1.34102,-1.11874,-0.930445,1.03262
10,27,99,D0939,B,NYT_ENG_20050205.0005,32,0.08641,0.2833,0.005284,0.01724,8,6,0,(),1.76356,1.05566,1.32501,1.05431
11,27,100,D0939,B,NYT_ENG_20050205.0005,33,0.1052,0.3203,0.005334,0.01613,10,1,0,(),0.856803,0.565726,0.772908,0.956174
12,27,101,D0939,B,NYT_ENG_20050205.0005,26,0.04609,0.1957,0,0,3,7,0,(),0.737119,-0.305486,-0.0785699,0.963298
13,27,102,D0939,B,NYT_ENG_20050205.0005,43,0.07498,0.1768,0.002525,0.00625,7,2,0,(),0.413887,0.775729,0.596411,0.864276
14,27,103,D0939,B,NYT_ENG_20050205.0005,30,0.0643,0.2155,0,0,7,1,0,(),0.804947,-0.0294745,-0.0336304,0.928714
15,27,104,D0939,B,NYT_ENG_20050205.0005,45,0.1156,0.2744,0,0,9,5,0,(),0.358488,1.16611,0.0920609,0.828392
16,27,105,D0939,B,NYT_ENG_20050205.0005,25,0.1004,0.4062,0.01041,0.04348,5,1,0,(),0.939253,-0.428918,-0.368942,0.96894
17,27,106,D0939,B,NYT_ENG_20050205.0005,28,0.08708,0.3036,0,0,6,1,0,(),0.337694,0.0376996,-0.360285,0.899562
18,27,107,D0939,B,NYT_ENG_20050205.0005,37,0.08938,0.25,0.00536,0.01471,8,4,0,(),0.681726,1.02159,1.14368,0.925819
19,27,108,D0939,B,NYT_ENG_20050205.0005,32,0.1098,0.3583,0.01253,0.0431,8,1,0,(),1.47717,0.450541,0.740179,1.00849
20,27,109,D0939,B,NYT_ENG_20050205.0005,33,0.09266,0.2903,0.005334,0.01667,4,4,0,(),1.62821,0.3179,0.654633,1.01022
21,27,110,D0939,B,NYT_ENG_20050205.0005,44,0.08248,0.1951,0,0,9,6,0,(),0.308988,1.34137,0.194693,0.82639
22,27,111,D0939,B,NYT_ENG_20050205.0005,22,0.05099,0.2632,0.005001,0.02778,3,6,0,(),1.13184,0.289779,0.272129,1.00968
23,27,112,D0939,B,NYT_ENG_20050205.0005,28,0.0592,0.213,0,0,4,2,0,(),0.654482,-0.123629,-0.454758,0.917841
24,27,113,D0939,B,NYT_ENG_20050205.0005,11,0.02811,0.25,0,0,1,1,0,(),0.95497,-1.379,-1.18989,0.99946
25,27,114,D0939,B,NYT_ENG_20050205.0005,34,0.07991,0.2279,0.002551,0.007576,3,0,0,(),0.599153,-0.413833,-0.332251,0.876298
26,27,115,D0939,B,NYT_ENG_20050205.0005,33,0.08173,0.2581,0,0,6,2,0,(),0.790346,0.12273,-0.251011,0.907414
0,31,116,D0939,B,NYT_ENG_20050218.0007,35,0.1915,0.5682,0.05057,0.1562,7,1,0,(),1.4997,1.0013,3.51062,1.16717
1,31,117,D0939,B,NYT_ENG_20050218.0007,50,0.2341,0.4946,0.07582,0.1611,10,10,1,(),2.17451,2.63047,3.22208,1.10311
2,31,118,D0939,B,NYT_ENG_20050218.0007,8,0.04632,0.5625,0.002551,0.03571,2,0,0,(),0.154148,-1.60742,-1.40489,1.02553
3,31,119,D0939,B,NYT_ENG_20050218.0007,26,0.09479,0.4022,0.01562,0.06818,3,0,0,(),1.35045,-0.681669,-0.482384,0.990204
4,31,120,D0939,B,NYT_ENG_20050218.0007,19,0.0721,0.3684,0.007885,0.04167,4,0,0,(),0.517107,-0.916162,-0.678575,0.955236
5,31,121,D0939,B,NYT_ENG_20050218.0007,10,0.02834,0.275,0.007911,0.08333,0,0,0,(),0.665524,-1.35631,-1.06872,1.0185
6,31,122,D0939,B,NYT_ENG_20050218.0007,24,0.1356,0.5761,0.04603,0.2045,8,2,0,(),1.61747,0.183551,0.556894,1.07138
8,31,124,D0939,B,NYT_ENG_20050218.0007,32,0.108,0.3387,0.002551,0.008333,8,1,0,(),0.851118,0.527563,0.973117,0.974511
9,31,125,D0939,B,NYT_ENG_20050218.0007,19,0.1004,0.5132,0.01044,0.05556,5,0,0,(),0.443506,-0.643037,-0.438773,0.951211
10,31,126,D0939,B,NYT_ENG_20050218.0007,13,0.05637,0.4231,0.007885,0.0625,3,1,0,(),1.5753,-1.11102,-0.57985,1.09615
11,31,127,D0939,B,NYT_ENG_20050218.0007,16,0.07496,0.4531,0.01325,0.08333,3,0,0,(),0.56425,-1.30536,-1.19018,0.954636
12,31,128,D0939,B,NYT_ENG_20050218.0007,26,0.1029,0.4,0.01325,0.05208,3,3,0,(),0.581601,-0.685943,-0.671395,0.933625
13,31,129,D0939,B,NYT_ENG_20050218.0007,16,0.05107,0.3571,0.002551,0.01923,4,3,0,(),1.51959,-0.695644,-0.518085,1.06803
14,31,130,D0939,B,NYT_ENG_20050218.0007,23,0.08961,0.3977,0,0,5,1,0,(),0.66952,-0.415318,-0.492823,0.957307
15,31,131,D0939,B,NYT_ENG_20050218.0007,31,0.07673,0.2778,0,0,3,2,0,(),1.35474,-0.185238,0.11582,0.973835
16,31,132,D0939,B,NYT_ENG_20050218.0007,8,0.03831,0.4688,0.005102,0.07143,0,3,0,(),0.290045,-1.32544,-1.03868,0.992544
17,31,133,D0939,B,NYT_ENG_20050218.0007,37,0.1307,0.375,0.0282,0.08333,11,2,0,(),1.4295,1.27257,1.04864,0.978151
18,31,134,D0939,B,NYT_ENG_20050218.0007,24,0.1073,0.4565,0.01809,0.07955,6,2,0,(),1.36983,-0.142489,0.445129,1.02277
19,31,135,D0939,B,NYT_ENG_20050218.0007,19,0.06953,0.3553,0.00536,0.02778,3,1,0,(),0.944189,-0.626697,-0.560995,0.994293
20,31,136,D0939,B,NYT_ENG_20050218.0007,12,0.03326,0.325,0,0,2,0,0,(),1.10671,-1.12367,-1.09027,1.03101
21,31,137,D0939,B,NYT_ENG_20050218.0007,23,0.1131,0.4783,0.0233,0.1023,4,3,0,(),1.28795,-0.213525,-0.214596,1.0081
22,31,138,D0939,B,NYT_ENG_20050218.0007,26,0.1152,0.45,0.01309,0.05208,7,0,0,(),0.662363,-0.00368655,0.249571,0.94349
23,31,139,D0939,B,NYT_ENG_20050218.0007,23,0.08143,0.381,0.007602,0.0375,8,2,0,(),2.46595,0.0926788,0.883485,1.15927
24,31,140,D0939,B,NYT_ENG_20050218.0007,16,0.04314,0.2833,0.002475,0.01786,2,3,0,(),1.54069,-0.4937,0.0588921,1.06707
25,31,141,D0939,B,NYT_ENG_20050218.0007,39,0.08228,0.2353,0.002525,0.007576,9,8,0,(),0.927205,1.6122,1.74143,0.948581
26,31,142,D0939,B,NYT_ENG_20050218.0007,31,0.1209,0.4052,0.01569,0.05357,8,4,0,(),1.34199,0.41925,0.420687,0.984546
27,31,143,D0939,B,NYT_ENG_20050218.0007,39,0.0644,0.1645,0,0,7,0,0,(),0.420111,0.103693,-0.419497,0.847961
28,31,144,D0939,B,NYT_ENG_20050218.0007,11,0.03329,0.2955,0,0,3,0,0,(),0.353044,-1.26118,-1.22201,0.948915
29,31,145,D0939,B,NYT_ENG_20050218.0007,20,0.1175,0.575,0.02332,0.1184,2,0,0,(),0.85733,-0.700411,-0.426177,0.979187
30,31,146,D0939,B,NYT_ENG_20050218.0007,19,0.07986,0.4079,0.01069,0.05556,5,1,0,(),1.15376,-0.491254,-0.204347,1.01517
0,23,147,D0939,B,NYT_ENG_20050218.0160,36,0.1463,0.4071,0.01062,0.02941,8,0,0,(),1.26504,0.66515,2.92008,1.12287
1,23,148,D0939,B,NYT_ENG_20050218.0160,41,0.1514,0.3882,0.0283,0.07432,8,7,0,(),1.63577,1.05516,2.51161,1.10634
2,23,149,D0939,B,NYT_ENG_20050218.0160,24,0.0643,0.2841,0,0,6,3,0,(),1.5887,0.084569,0.770466,1.12947
3,23,150,D0939,B,NYT_ENG_20050218.0160,14,0.03824,0.2679,0,0,4,3,0,(),1.48722,-0.622351,-0.0294023,1.08708
5,23,152,D0939,B,NYT_ENG_20050218.0160,39,0.1615,0.4375,0.02056,0.05714,8,2,0,(),1.99706,0.509569,0.87921,1.02828
6,23,153,D0939,B,NYT_ENG_20050218.0160,36,0.1544,0.4545,0.01886,0.05469,7,4,0,(),1.4564,0.355101,0.480943,0.987086
7,23,154,D0939,B,NYT_ENG_20050218.0160,42,0.1564,0.3812,0.01284,0.03205,6,3,0,(),1.04259,0.832089,1.05796,0.934882
8,23,155,D0939,B,NYT_ENG_20050218.0160,23,0.1004,0.4643,0.002525,0.0125,4,2,0,(),1.3548,-0.0545891,0.0395003,1.03019
9,23,156,D0939,B,NYT_ENG_20050218.0160,24,0.1082,0.4565,0.0158,0.06818,4,3,0,(),1.14559,-0.215725,-0.293242,0.994866
10,23,157,D0939,B,NYT_ENG_20050218.0160,33,0.1104,0.3468,0.01603,0.05,6,4,0,(),1.30121,0.447015,0.0151534,0.963508
11,23,158,D0939,B,NYT_ENG_20050218.0160,14,0.03619,0.2692,0.002551,0.02083,2,0,0,(),0.36151,-1.24393,-1.31923,0.956166
12,23,159,D0939,B,NYT_ENG_20050218.0160,22,0.0797,0.3875,0.02085,0.1053,4,2,0,(),1.38988,-0.242012,-0.086771,1.03103
13,23,160,D0939,B,NYT_ENG_20050218.0160,22,0.05102,0.2381,0,0,4,1,0,(),1.12914,-0.287272,-0.27508,1.00353
14,23,161,D0939,B,NYT_ENG_20050218.0160,32,0.1309,0.425,0.007526,0.02586,6,7,0,(),2.0256,0.626833,1.44,1.08697
15,23,162,D0939,B,NYT_ENG_20050218.0160,24,0.1077,0.4773,0.02623,0.119,5,3,0,(),1.72093,0.039035,0.159341,1.0512
16,23,163,D0939,B,NYT_ENG_20050218.0160,9,0.05137,0.625,0.002551,0.03571,1,1,0,(),0.755425,-1.428,-1.42702,1.00694
17,23,164,D0939,B,NYT_ENG_20050218.0160,9,0.03079,0.3333,0.002551,0.03125,4,0,0,(),0.408852,-1.04452,-1.06972,0.969806
18,23,165,D0939,B,NYT_ENG_20050218.0160,38,0.151,0.4338,0.007809,0.02273,7,1,0,(),2.06706,0.138633,1.06605,1.03985
19,23,166,D0939,B,NYT_ENG_20050218.0160,16,0.05935,0.3594,0,0,2,1,0,(),1.12144,-1.0407,-1.04168,1.00623
20,23,167,D0939,B,NYT_ENG_20050218.0160,31,0.1182,0.3833,0.008169,0.02586,6,2,0,(),0.865577,-0.0214632,-0.262186,0.926668
21,23,168,D0939,B,NYT_ENG_20050218.0160,21,0.09436,0.5139,0.05631,0.3235,4,1,0,(),1.33196,-0.533459,-0.0419718,1.02906
22,23,169,D0939,B,NYT_ENG_20050218.0160,28,0.07465,0.2685,0.002525,0.009615,6,1,0,(),0.379293,-0.372733,-0.392845,0.889195
0,84,170,D0939,B,LTW_ENG_20050315.0146,17,0.0566,0.3438,0.002809,0.01667,3,0,0,(),0.166056,-1.35375,-0.626669,1.00851
1,84,171,D0939,B,LTW_ENG_20050315.0146,21,0.03882,0.1875,0,0,6,5,0,(),1.09438,0.024716,0.0504046,1.05769
2,84,172,D0939,B,LTW_ENG_20050315.0146,8,0.02826,0.3438,0,0,2,0,0,(),0.20444,-1.39485,-1.25496,1.01782
4,84,174,D0939,B,LTW_ENG_20050315.0146,15,0.02831,0.2292,0,0,2,0,0,(),0.233595,-1.22719,-1.30943,0.935839
5,84,175,D0939,B,LTW_ENG_20050315.0146,12,0.02604,0.2083,0,0,1,1,0,(),0.473405,-1.24991,-1.21336,0.9879
6,84,176,D0939,B,LTW_ENG_20050315.0146,24,0.05657,0.2619,0,0,3,3,0,(),0.193444,-0.209208,-0.540321,0.903288
7,84,177,D0939,B,LTW_ENG_20050315.0146,26,0.07988,0.31,0.002809,0.01042,4,2,0,(),0.267368,-0.148143,-0.677553,0.892764
8,84,178,D0939,B,LTW_ENG_20050315.0146,8,0.03076,0.375,0,0,3,1,0,(),1.12733,-1.19979,-0.979246,1.05603
9,84,179,D0939,B,LTW_ENG_20050315.0146,10,0.05127,0.5556,0.01325,0.1562,1,0,0,(),0.421418,-1.55696,-1.18597,0.984563
10,84,180,D0939,B,LTW_ENG_20050315.0146,10,0.02329,0.25,0,0,2,1,0,(),0.397662,-1.29073,-1.1358,0.996732
11,84,181,D0939,B,LTW_ENG_20050315.0146,13,0.05622,0.4231,0,0,2,0,0,(),0.199637,-0.937487,-1.01129,0.946692
12,84,182,D0939,B,LTW_ENG_20050315.0146,12,0.04097,0.3333,0,0,2,1,0,(),0.306388,-1.02674,-1.06355,0.959672
14,84,184,D0939,B,LTW_ENG_20050315.0146,14,0.03076,0.2727,0,0,1,0,0,(),0.291642,-0.981255,-1.16542,0.943327
15,84,185,D0939,B,LTW_ENG_20050315.0146,20,0.05687,0.2895,0,0,3,0,0,(),0.345374,-0.77291,-0.913603,0.940207
16,84,186,D0939,B,LTW_ENG_20050315.0146,20,0.04384,0.2125,0,0,3,0,0,(),0.373592,-0.844625,-0.935979,0.926054
18,84,188,D0939,B,LTW_ENG_20050315.0146,31,0.1057,0.3534,0.01069,0.03571,5,2,0,(),1.0725,0.377589,0.497742,0.978862
19,84,189,D0939,B,LTW_ENG_20050315.0146,37,0.09476,0.2569,0.005334,0.01429,5,12,0,(),1.31397,2.15073,2.58933,1.02861
20,84,190,D0939,B,LTW_ENG_20050315.0146,28,0.08171,0.32,0.005001,0.02083,5,4,0,(),0.92323,0.7587,0.325923,0.953384
21,84,191,D0939,B,LTW_ENG_20050315.0146,19,0.0764,0.4167,0.007476,0.04412,5,0,0,(),0.862922,-0.683625,-0.475804,0.985424
23,84,193,D0939,B,LTW_ENG_20050315.0146,21,0.06393,0.3125,0.005334,0.02632,6,1,0,(),1.10205,-0.516206,0.0780892,1.03299
24,84,194,D0939,B,LTW_ENG_20050315.0146,24,0.1194,0.5109,0.01243,0.05682,6,1,0,(),2.15244,-0.238255,0.350949,1.11346
25,84,195,D0939,B,LTW_ENG_20050315.0146,34,0.1097,0.3583,0.01733,0.06034,9,0,0,(),0.790777,0.943216,0.908087,0.932191
26,84,196,D0939,B,LTW_ENG_20050315.0146,23,0.05825,0.2614,0.00495,0.02381,6,2,0,(),0.968072,-0.0478505,0.371944,0.996905
27,84,197,D0939,B,LTW_ENG_20050315.0146,12,0.04339,0.3542,0.00495,0.04545,3,2,0,(),0.689322,-0.931996,-0.979635,0.988466
28,84,198,D0939,B,LTW_ENG_20050315.0146,26,0.07363,0.3295,0,0,7,1,0,(),1.52831,0.0438978,0.617335,1.05337
29,84,199,D0939,B,LTW_ENG_20050315.0146,19,0.06928,0.3553,0,0,5,0,0,(),0.450211,-0.451927,-0.698511,0.936781
30,84,200,D0939,B,LTW_ENG_20050315.0146,8,0.02296,0.2812,0,0,3,0,0,(),0.941099,-1.20713,-0.925663,1.05409
31,84,201,D0939,B,LTW_ENG_20050315.0146,26,0.06425,0.25,0,0,8,1,0,(),0.786624,0.283894,0.129241,0.950524
32,84,202,D0939,B,LTW_ENG_20050315.0146,16,0.05855,0.3594,0.00495,0.03333,7,0,0,(),0.565848,-0.787224,-0.894858,0.958938
33,84,203,D0939,B,LTW_ENG_20050315.0146,8,0.02779,0.3438,0.01238,0.1786,2,0,0,(),0.96831,-1.23361,-0.833865,1.04107
34,84,204,D0939,B,LTW_ENG_20050315.0146,18,0.03849,0.25,0.002475,0.01786,1,2,0,(),0.652675,-0.42923,-0.68522,0.956172
35,84,205,D0939,B,LTW_ENG_20050315.0146,17,0.05152,0.3125,0,0,4,0,0,(),0.296894,-0.582684,-0.932016,0.927281
36,84,206,D0939,B,LTW_ENG_20050315.0146,12,0.03084,0.2727,0,0,3,0,0,(),0.177639,-1.08557,-1.2265,0.95456
37,84,207,D0939,B,LTW_ENG_20050315.0146,14,0.06925,0.4821,0.005334,0.03846,3,0,0,(),0.51604,-0.89085,-0.844958,0.965485
38,84,208,D0939,B,LTW_ENG_20050315.0146,10,0.03326,0.325,0,0,3,0,0,(),0.120611,-1.21442,-1.30195,0.957634
39,84,209,D0939,B,LTW_ENG_20050315.0146,14,0.05347,0.375,0,0,5,1,0,(),1.60706,-0.822057,-0.106587,1.10822
40,84,210,D0939,B,LTW_ENG_20050315.0146,23,0.07448,0.3295,0.005026,0.02381,4,1,0,(),0.875648,-0.363333,0.221855,0.986164
41,84,211,D0939,B,LTW_ENG_20050315.0146,15,0.03574,0.2692,0,0,7,0,0,(),0.123878,-0.697473,-0.999236,0.938568
42,84,212,D0939,B,LTW_ENG_20050315.0146,22,0.05657,0.275,0,0,5,6,0,(),0.473455,0.134649,-0.0057982,0.941865
43,84,213,D0939,B,LTW_ENG_20050315.0146,16,0.03857,0.2679,0,0,4,3,0,(),0.422866,-1.15088,-1.03449,0.947176
44,84,214,D0939,B,LTW_ENG_20050315.0146,28,0.06362,0.2604,0,0,6,7,0,(),0.681133,-0.355043,-0.480899,0.918714
45,84,215,D0939,B,LTW_ENG_20050315.0146,30,0.07643,0.2778,0,0,10,3,0,(),0.923907,0.59743,0.0761441,0.948538
46,84,216,D0939,B,LTW_ENG_20050315.0146,35,0.1053,0.3203,0.01325,0.04032,9,1,0,(),1.20984,0.504694,0.600451,0.952158
48,84,218,D0939,B,LTW_ENG_20050315.0146,12,0.04076,0.3636,0.005051,0.05,4,0,0,(),0.519227,-1.12399,-1.07086,0.986943
49,84,219,D0939,B,LTW_ENG_20050315.0146,34,0.1051,0.3106,0.002551,0.007812,4,8,0,(),0.527544,0.451886,0.417723,0.897706
50,84,220,D0939,B,LTW_ENG_20050315.0146,19,0.04629,0.2812,0,0,2,1,0,(),0.251236,-0.906235,-1.12148,0.922999
51,84,221,D0939,B,LTW_ENG_20050315.0146,22,0.07483,0.3625,0,0,5,0,0,(),0.30342,-0.3853,-0.709098,0.905359
52,84,222,D0939,B,LTW_ENG_20050315.0146,13,0.05372,0.4375,0.005334,0.04545,4,0,0,(),0.379544,-1.19323,-1.15151,0.950812
53,84,223,D0939,B,LTW_ENG_20050315.0146,8,0.03076,0.4286,0.01577,0.25,3,1,0,(),0.511302,-1.35452,-1.21896,0.986382
54,84,224,D0939,B,LTW_ENG_20050315.0146,19,0.05965,0.3382,0.002525,0.01562,1,3,0,(),1.55379,-0.732341,-0.222268,1.06219
56,84,226,D0939,B,LTW_ENG_20050315.0146,26,0.08696,0.3542,0.002475,0.01087,5,5,0,(),1.87092,0.48109,0.690223,1.05427
57,84,227,D0939,B,LTW_ENG_20050315.0146,10,0.02831,0.3056,0,0,1,0,0,(),0.285527,-1.07737,-1.2217,0.950685
58,84,228,D0939,B,LTW_ENG_20050315.0146,24,0.09216,0.4286,0.01524,0.075,6,1,0,(),1.20757,-0.201426,-0.344975,0.991695
59,84,229,D0939,B,LTW_ENG_20050315.0146,14,0.05115,0.3846,0.002525,0.02083,3,0,0,(),0.219567,-0.976769,-1.02475,0.932523
60,84,230,D0939,B,LTW_ENG_20050315.0146,16,0.03329,0.2321,0,0,3,0,0,(),0.284312,-0.352423,-0.664433,0.930568
61,84,231,D0939,B,LTW_ENG_20050315.0146,8,0.04104,0.5,0.01036,0.1429,0,1,0,(),1.29509,-1.55089,-1.31335,1.04631
62,84,232,D0939,B,LTW_ENG_20050315.0146,22,0.1181,0.5227,0.01033,0.04762,4,1,0,(),1.2312,-0.526773,-0.538305,0.981019
63,84,233,D0939,B,LTW_ENG_20050315.0146,17,0.06107,0.3529,0.002525,0.01562,3,6,0,(),1.67355,-0.172329,0.199382,1.07444
64,84,234,D0939,B,LTW_ENG_20050315.0146,11,0.04629,0.4091,0,0,5,1,0,(),0.853636,-0.949882,-0.82394,1.00393
65,84,235,D0939,B,LTW_ENG_20050315.0146,14,0.07435,0.5179,0,0,3,2,0,(),1.40364,-0.944732,-0.38279,1.06869
66,84,236,D0939,B,LTW_ENG_20050315.0146,25,0.07708,0.3409,0.00536,0.02381,3,2,0,(),1.2947,-0.398593,-0.638574,0.980253
67,84,237,D0939,B,LTW_ENG_20050315.0146,22,0.1056,0.4659,0.007859,0.03571,3,1,0,(),1.05723,-0.737322,-0.864023,0.957339
68,84,238,D0939,B,LTW_ENG_20050315.0146,29,0.08728,0.34,0.007885,0.03125,2,3,0,(),1.14392,0.140397,0.0683522,0.966581
69,84,239,D0939,B,LTW_ENG_20050315.0146,23,0.105,0.4457,0.007809,0.03409,4,1,0,(),0.906995,-0.273534,-0.298599,0.969504
71,84,241,D0939,B,LTW_ENG_20050315.0146,29,0.1162,0.4018,0.02165,0.07407,8,3,0,(),1.42548,0.71511,0.652752,1.00648
72,84,242,D0939,B,LTW_ENG_20050315.0146,21,0.07716,0.3947,0.01057,0.05556,5,2,0,(),1.56181,-0.414315,-0.149662,1.0284
73,84,243,D0939,B,LTW_ENG_20050315.0146,11,0.02076,0.1818,0,0,1,1,0,(),1.15508,-1.24063,-1.13167,1.01605
74,84,244,D0939,B,LTW_ENG_20050315.0146,10,0.03824,0.375,0.005334,0.05556,3,0,0,(),0.394475,-1.06472,-1.02816,0.977623
75,84,245,D0939,B,LTW_ENG_20050315.0146,10,0.03051,0.3333,0.0101,0.125,0,2,0,(),1.7521,-1.19089,-0.8313,1.08526
77,84,247,D0939,B,LTW_ENG_20050315.0146,19,0.08988,0.5147,0.01008,0.0625,2,0,0,(),0.720054,-1.13524,-0.766381,0.953646
78,84,248,D0939,B,LTW_ENG_20050315.0146,38,0.09656,0.2568,0.01281,0.03472,7,0,0,(),1.29933,0.379481,0.688975,0.938457
79,84,249,D0939,B,LTW_ENG_20050315.0146,18,0.08256,0.5,0.007759,0.05,5,1,0,(),1.14194,-0.613947,-0.764684,1.00004
80,84,250,D0939,B,LTW_ENG_20050315.0146,17,0.07703,0.4412,0,0,4,1,0,(),1.81627,-0.61093,-0.258606,1.08337
81,84,251,D0939,B,LTW_ENG_20050315.0146,12,0.02303,0.225,0,0,3,1,0,(),0.480638,-0.854532,-0.926174,0.958773
82,84,252,D0939,B,LTW_ENG_20050315.0146,19,0.1048,0.5395,0.02327,0.125,3,1,0,(),0.745285,-0.65697,-0.533934,0.97044
83,84,253,D0939,B,LTW_ENG_20050315.0146,20,0.06675,0.3421,0,0,3,2,0,(),1.30212,-0.333639,-0.25166,1.01727
0,10,254,D0939,B,NYT_ENG_20050506.0002,30,0.1334,0.4333,0.02348,0.07759,8,3,0,(),1.31207,0.417727,2.48541,1.14933
1,10,255,D0939,B,NYT_ENG_20050506.0002,43,0.09208,0.225,0,0,6,14,0,(),1.58136,2.15481,2.64452,1.07391
